日付,都道府県名,,"（１）PCR検査陽性者数（退院者等除く。）（注１,２）",（２）入院者数（入院確定者数を含む）,病床数現フェーズ／最終フェーズ（注３）,確保病床数(注４),確保病床数に対する使用率,（参考）最終フェーズにおける即応病床（計画）数（注５）,うち重症者数,病床数現フェーズ／最終フェーズ（注３）,確保病床数（注４）,確保病床数に対する使用率,（参考）最終フェーズにおける即応病床（計画）数（注５）,（３）宿泊療養者数,居室数現フェーズ／最終フェーズ（注３）,確保居室数（注６）,確保居室数に対する使用率,（参考）最終フェーズにおける宿泊療施設居室（計画）数（注７）,（４）自宅療養者数,（５）社会福祉施設等療養者数,（６）確認中の人数
2021-02-03, 新潟県,,104,83,２／３,456,0.18201754385964913,456,2,２／３,112,0.017857142857142856,112,19,１／３,176,0.10795454545454546,176,2,0,0
2021-02-03, 富山県 ,,37,36,２／４,500,0.072,500,2,２／４,36,0.05555555555555555,36,1,２／４,377,0.002652519893899204,100,0,0,0
2021-02-03, 石川県,,78,67,２／２,258,0.2596899224806202,254,3,２／２,35,0.08571428571428572,35,11,２／２,340,0.03235294117647059,340,0,0,0
2021-02-03, 福井県 ,,67,64,３／４,255,0.25098039215686274,255,4,３／４,24,0.16666666666666666,24,1,１／４,75,0.013333333333333334,75,2,0,0
2021-02-03, 山梨県 ,,25,21,３／４,285,0.07368421052631578,250,3,３／４,24,0.125,24,4,３／４,139,0.02877697841726619,100,0,0,0
2021-02-03, 長野県 ,,151,99,４／４,434,0.22811059907834103,434,1,４／４,49,0.02040816326530612,49,21,４／４,375,0.056,375,30,0,1
2021-02-03, 岐阜県 ,,422,301,３／３,694,0.43371757925072046,694,11,３／３,59,0.1864406779661017,59,68,３／３,603,0.11276948590381426,603,0,8,45
2021-02-03, 静岡県,,422,149,４／４,453,0.32891832229580575,450,3,４／４,41,0.07317073170731707,67,45,４／４,592,0.07601351351351351,450,228,0,0
2021-02-03, 愛知県,,2235,699,４／４,1102,0.6343012704174229,839,60,４／４,125,0.48,121,201,４／４,1300,0.15461538461538463,1300,1234,0,101
2021-02-03, 三重県 ,,356,220,３／３,373,0.5898123324396782,373,10,３／３,53,0.18867924528301888,53,25,３／３,100,0.25,100,111,0,0
2021-02-03, 滋賀県,,227,145,３／３,349,0.4154727793696275,349,11,３／３,47,0.23404255319148937,62,65,３／３,403,0.16129032258064516,420,17,0,0
2021-02-03, 京都府 ,,1119,240,３／３,416,0.5769230769230769,416,31,３／３,86,0.36046511627906974,86,88,３／３,826,0.10653753026634383,826,791,0,0
2021-02-03, 大阪府 ,,4456,1172,４／４,1926,0.608515057113188,1615,258,４／４,422,0.6113744075829384,215,654,３／３,2416,0.2706953642384106,1036,1646,0,984
2021-02-03, 兵庫県 ,,1644,539,６／６,839,0.6424314660309892,750,65,６／６,116,0.5603448275862069,120,355,６／６,988,0.35931174089068824,1000,0,0,750
2021-02-03, 奈良県 ,,292,174,３／３,368,0.47282608695652173,500,5,３／３,27,0.18518518518518517,25,71,３／３,254,0.2795275590551181,250,0,0,47
2021-02-03, 和歌山県 ,,100,100,３／４,400,0.25,400,2,３／４,40,0.05,40,0,３／４,137,0,137,0,0,0
2021-02-03, 鳥取県,,23,21,２／３,313,0.0670926517571885,300,0,２／３,47,0,40,2,１／３,340,0.0058823529411764705,150,0,0,0
2021-02-03, 島根県,,24,24,２／５,253,0.09486166007905138,253,0,２／５,25,0,25,0,２／５,98,0,98,0,0,0
2021-02-03, 岡山県,,143,77,２／４,401,0.19201995012468828,250,5,２／４,37,0.13513513513513514,40,29,２／４,207,0.14009661835748793,180,31,6,0
2021-02-03, 広島県,,296,164,３／３,477,0.3438155136268344,500,11,３／３,36,0.3055555555555556,70,108,３／３,1038,0.10404624277456648,1400,18,6,0
2021-02-03, 山口県,,277,154,３／３,475,0.32421052631578945,475,0,３／３,124,0,137,123,１／３,834,0.1474820143884892,834,0,0,0
2021-02-03, 徳島県,,43,37,２／４,200,0.185,200,3,２／４,25,0.12,25,6,２／４,180,0.03333333333333333,180,0,0,0
2021-02-03, 香川県,,160,61,３／３,199,0.3065326633165829,199,1,３／３,26,0.038461538461538464,26,33,３／３,101,0.32673267326732675,101,0,54,12
2021-02-03, 愛媛県 ,,89,43,３／３,270,0.15925925925925927,223,3,３／３,33,0.09090909090909091,33,9,３／３,192,0.046875,117,16,21,0
2021-02-03, 高知県 ,,33,20,４／４,200,0.1,200,4,４／４,58,0.06896551724137931,57,12,４／４,203,0.059113300492610835,190,1,0,0
2021-02-03, 福岡県,,1924,618,３／３,691,0.894356005788712,760,40,３／３,110,0.36363636363636365,110,412,３／３,1387,0.29704397981254504,1200,894,0,0
2021-02-03, 佐賀県 ,,74,52,４／４,328,0.15853658536585366,328,2,４／４,46,0.043478260869565216,46,20,１／４,377,0.05305039787798409,377,0,0,2
2021-02-03, 長崎県,,223,126,４／４,421,0.2992874109263658,421,3,４／４,38,0.07894736842105263,42,33,４／４,384,0.0859375,384,64,0,0
2021-02-03, 熊本県,,242,175,３／３,440,0.3977272727272727,420,18,３／３,59,0.3050847457627119,59,21,３／３,230,0.09130434782608696,140,46,0,0
2021-02-03, 大分県,,141,92,２／４,365,0.25205479452054796,365,2,２／４,43,0.046511627906976744,43,40,１／２,700,0.05714285714285714,170,9,0,0
2021-02-03, 宮崎県,,180,70,３／３,246,0.2845528455284553,246,5,３／３,33,0.15151515151515152,33,61,３／３,250,0.244,250,49,0,0
2021-02-03, 鹿児島県 ,,152,99,３／４,352,0.28125,300,2,３／４,38,0.05263157894736842,48,50,３／４,577,0.08665511265164645,370,3,0,0
2021-02-03, 沖縄県,,675,383,５／５,469,0.8166311300639659,425,34,５／５,53,0.6415094339622641,51,117,５／５,370,0.3162162162162162,340,148,27,0
2021-02-03,合計,,41591,13489,,29075,,27514,1439,,3620,,3653,4911,,28705,,25625,17092,496,5603
