日付,都道府県名,（１）療養者数（注１）,（２）①-1入院者数,（２）①-2うち、確保病床に入院している者数,（２）①-3うち、確保病床に位置付けられた臨時の医療施設･入院待機施設に入院している者数,病床数現フェーズ／最終フェーズ（注２）,即応病床数(注３),確保病床数（注４）,うち、確保病床に位置付けられた臨時の医療施設・入院待機施設の病床数,確保病床使用率（注５）,入院率（注６）,（２）②-1うち重症者数,（２）②-2うち、確保病床に入院している重症者数,（２）②-３うち、確保病床に位置付けられた臨時の医療施設･入院待機施設に入院している重症者数,うち重症者用病床数現フェーズ／最終フェーズ（注２）,即応病床数(注３),確保病床数（注４）,うち、確保病床に位置付けられた臨時の医療施設・入院待機施設の病床数,確保病床使用率（注５）,（３）①ｰ1宿泊療養者数,（３）①ｰ2うち、確保居室に位置付けられた臨時の医療施設･入院待機施設に宿泊している者数,居室数現フェーズ／最終フェーズ（注２）,即応居室数(注7),確保居室数（注8）,うち、確保居室に位置付けられた臨時の医療施設･入院待機施設の居室数,確保居室使用率（注9）,（４）臨時の医療施設･入院待機施設療養者数（再掲含む）（注10）,定員数現フェーズ／最終フェーズ（注２､11）,即応定員数（注12）,確保定員数（注13）,確保定員使用率（注14）,（５）①-1自宅療養者等数,（５）①-2うち、社会福祉施設等療養者数,（６）①-1療養先調整中の人数（注15）,（６）①-2うち、入院先調整中の人数(注16)
2022-07-06, 島根県,3981,128,128,0,５／５,341,371,0,35,3,0,0,0,５／５,5,28,0,0,19,0,５／５,133,133,0,14,0,－,0,0,－,1905,3,1929,4
2022-07-06, 岡山県,1740,54,54,0,３／４,488,554,0,10,3,0,0,0,２／４,37,68,0,0,69,0,２／３,373,629,0,11,0,２／４,0,5,0,1369,12,248,0
2022-07-06, 広島県,3601,152,73,0,３／４,499,583,19,13,4,3,3,0,３／４,35,45,0,7,320,0,３／４,1440,2334,0,14,0,３／４,19,19,0,3043,76,86,0
2022-07-06, 山口県,1774,98,98,0,２／４,240,595,0,16,6,0,0,0,２／４,12,47,0,0,96,0,２／４,671,671,0,14,0,２／４,0,0,－,1449,6,131,0
2022-07-06, 徳島県,664,26,26,0,２／５,142,263,22,10,4,0,0,0,２／５,6,25,0,0,91,0,５／５,500,500,0,18,0,２／５,0,22,0,547,0,0,0
2022-07-06, 香川県,1003,41,31,0,３／３,271,271,0,11,4,0,0,0,３／３,30,30,0,0,59,0,２／２,474,474,0,12,0,３／３,0,0,－,730,4,173,0
2022-07-06, 愛媛県 ,2993,91,83,0,３／３,307,307,0,27,3,1,1,0,３／３,19,19,0,5,91,0,３／３,263,263,67,35,0,３／３,67,67,0,2663,17,148,0
2022-07-06, 高知県 ,1344,33,33,0,５／５,271,271,0,12,2,1,1,0,５／５,24,24,0,4,50,0,５／５,418,418,0,12,0,－,0,0,－,1252,60,9,3
2022-07-06, 福岡県,9892,335,274,0,３／５,859,1681,0,16,3,1,1,0,３／５,117,217,0,0,531,0,４／４,2432,2432,19,22,0,１／２,19,69,0,8378,13,648,0
2022-07-06, 佐賀県 ,2658,129,112,0,２／５,315,572,50,20,5,0,0,0,１／５,8,48,0,0,193,0,２／４,615,615,0,31,0,２／５,50,50,0,2336,19,0,0
2022-07-06, 長崎県,3173,96,86,0,３／４,281,451,0,19,3,0,0,0,３／４,21,36,0,0,160,0,３／４,900,900,0,18,0,３／４,0,0,－,2917,39,0,0
2022-07-06, 熊本県,8721,325,248,0,２／２,705,705,0,35,4,2,2,0,２／２,53,53,0,4,494,0,２／２,1226,1226,0,40,0,－,0,0,－,6719,33,1183,48
2022-07-06, 大分県,1990,94,94,0,２／４,409,508,0,19,5,0,0,0,２／４,34,43,0,0,384,88,２／４,1000,1360,254,28,88,２／４,175,254,35,1481,12,31,31
2022-07-06, 宮崎県,2558,41,41,0,２／２,306,306,0,13,2,0,0,0,２／２,15,15,0,0,79,0,３／３,500,500,0,16,0,３／３,0,0,－,2112,1,326,0
2022-07-06, 鹿児島県 ,3624,166,142,0,３／４,431,559,0,25,5,0,0,0,３／４,11,33,0,0,559,0,３／４,944,1812,47,31,0,１／４,0,57,0,0,0,2899,0
2022-07-06, 沖縄県,13054,304,304,0,５／５,643,643,0,47,2,10,10,0,５／５,60,60,0,17,471,0,５／５,1280,1280,100,37,0,５／５,100,100,0,10087,0,2192,0
2022-07-06,合計,215001,6999,6547,35,,29668,43038,1010,,,451,451,0,,3815,5399,0,,12894,291,,51937,68457,1619,,403,,3067,4006,,160813,1033,34218,297
