日付,都道府県名,（１）療養者数（注１）,（２）①-1入院者数,（２）①-2うち、確保病床に入院している者数,（２）①-3うち、確保病床に位置付けられた臨時の医療施設･入院待機施設に入院している者数,病床数現フェーズ／最終フェーズ（注２）,即応病床数(注３),確保病床数（注４）,うち、確保病床に位置付けられた臨時の医療施設・入院待機施設の病床数,確保病床使用率（注５）,入院率（注６）,（２）②-1うち重症者数,（２）②-2うち、確保病床に入院している重症者数,（２）②-３うち、確保病床に位置付けられた臨時の医療施設･入院待機施設に入院している重症者数,うち重症者用病床数現フェーズ／最終フェーズ（注２）,即応病床数(注３),確保病床数（注４）,うち、確保病床に位置付けられた臨時の医療施設・入院待機施設の病床数,確保病床使用率（注５）,（３）①ｰ1宿泊療養者数,（３）①ｰ2うち、確保居室に位置付けられた臨時の医療施設･入院待機施設に宿泊している者数,居室数現フェーズ／最終フェーズ（注２）,即応居室数(注7),確保居室数（注8）,うち、確保居室に位置付けられた臨時の医療施設･入院待機施設の居室数,確保居室使用率（注9）,（４）臨時の医療施設･入院待機施設療養者数（再掲含む）（注10）,定員数現フェーズ／最終フェーズ（注２､11）,即応定員数（注12）,確保定員数（注13）,確保定員使用率（注14）,（５）①-1自宅療養者等数,（５）①-2うち、社会福祉施設等療養者数,（６）①-1療養先調整中の人数（注15）,（６）①-2うち、入院先調整中の人数(注16)
2022-01-19, 高知県 ,278,59,59,0,３／５,193,255,0,23,21,2,2,0,３／５,16,24,0,8,137,0,３／５,345,385,0,36,0,３／５,0,0,－,0,0,82,10
2022-01-19, 福岡県,7077,168,167,0,３／５,792,1558,0,11,2,1,1,0,３／５,106,206,0,0,1149,0,４／４,2234,2234,19,51,0,１／２,19,69,0,4874,4,886,0
2022-01-19, 佐賀県 ,1004,157,157,0,３／５,429,545,50,29,16,0,0,0,１／５,3,48,0,0,263,0,３／４,515,515,0,51,0,３／５,50,50,0,584,0,0,0
2022-01-19, 長崎県,1736,130,130,0,４／４,400,440,0,30,7,0,0,0,４／４,36,36,0,0,352,0,４／４,758,900,0,39,0,４／４,0,0,－,693,0,561,0
2022-01-19, 熊本県,2992,269,269,0,２／２,675,675,0,40,9,0,0,0,２／２,53,53,0,0,647,0,２／２,1000,1000,0,65,0,－,0,0,－,1296,0,780,27
2022-01-19, 大分県,954,158,158,0,２／４,362,508,0,31,17,0,0,0,２／４,34,43,0,0,552,0,２／４,724,1349,209,41,0,２／４,79,209,0,236,0,8,8
2022-01-19, 宮崎県,1006,60,60,0,２／２,271,271,0,22,6,0,0,0,２／２,15,15,0,0,165,0,３／３,500,500,0,33,0,３／３,0,0,－,305,0,476,0
2022-01-19, 鹿児島県 ,1104,140,140,0,２／４,294,567,0,25,13,0,0,0,２／４,6,33,0,0,490,0,３／４,889,1757,47,28,0,１／４,0,57,0,0,0,474,0
2022-01-19, 沖縄県,11362,367,367,0,５／５,636,636,0,58,3,40,40,0,５／５,60,60,0,67,305,0,５／５,960,960,30,32,0,５／５,30,30,0,8837,0,1853,0
2022-01-19,合計,178057,10934,10885,18,,31754,41504,909,,,686,685,0,,4614,5741,0,,22044,353,,53047,64703,956,,399,,1354,4075,,103613,270,41438,1121
