日付,都道府県名,,"（１）PCR検査陽性者数（退院者等除く。）（注１,２）",（２）入院者数（入院確定者数を含む）,病床数現フェーズ／最終フェーズ（注３）,確保病床数(注４),確保病床数に対する使用率,（参考）最終フェーズにおける即応病床（計画）数（注５）,うち重症者数,病床数現フェーズ／最終フェーズ（注３）,確保病床数（注４）,確保病床数に対する使用率,（参考）最終フェーズにおける即応病床（計画）数（注５）,（３）宿泊療養者数,居室数現フェーズ／最終フェーズ（注３）,確保居室数（注６）,確保居室数に対する使用率,（参考）最終フェーズにおける宿泊療施設居室（計画）数（注７）,（４）自宅療養者数,（５）社会福祉施設等療養者数,（６）確認中の人数
2021-01-27, 埼玉県 ,,4611,867,４／４,1278,0.6784037558685446,1400,92,４／４,140,0.6571428571428571,200,302,３／３,1347,0.22420193021529325,1450,3189,0,253
2021-01-27, 千葉県 ,,6299,713,４／４,1093,0.6523330283623056,1200,54,４／４,88,0.6136363636363636,180,271,４／４,1038,0.2610789980732177,1400,5116,0,199
2021-01-27, 東京都 ,,16120,2933,４／４,4000,0.73325,4000,注８　567,４／４,注８　500,注８ 113%,500,737,４／４,2630,0.2802281368821293,3000,7151,219,5080
2021-01-27, 神奈川県,,3797,928,２／３,1555,0.5967845659163987,1555,105,２／３,190,0.5526315789473685,190,250,２／２,1347,0.1855976243504083,1000,2619,0,0
2021-01-27, 新潟県,,124,96,２／３,456,0.21052631578947367,456,1,２／３,112,0.008928571428571428,112,23,１／３,176,0.13068181818181818,176,5,0,0
2021-01-27, 富山県 ,,57,52,２／４,500,0.104,500,4,２／４,36,0.1111111111111111,36,3,２／４,377,0.007957559681697613,100,2,0,0
2021-01-27, 石川県,,129,95,２／２,258,0.3682170542635659,254,3,２／２,35,0.08571428571428572,35,34,２／２,340,0.1,340,0,0,0
2021-01-27, 福井県 ,,77,77,３／４,255,0.30196078431372547,255,4,３／４,24,0.16666666666666666,24,0,１／４,75,0,75,0,0,0
2021-01-27, 山梨県 ,,64,58,３／４,285,0.20350877192982456,250,4,３／４,24,0.16666666666666666,24,6,３／４,139,0.04316546762589928,100,0,0,0
2021-01-27, 長野県 ,,246,146,４／４,350,0.41714285714285715,350,2,４／４,48,0.041666666666666664,48,30,３／４,250,0.12,250,68,0,2
2021-01-27, 岐阜県 ,,518,364,３／３,675,0.5392592592592592,675,14,３／３,59,0.23728813559322035,59,70,３／３,603,0.11608623548922056,603,0,0,84
2021-01-27, 静岡県,,816,171,４／４,467,0.36616702355460384,450,9,４／４,40,0.225,67,81,４／４,592,0.13682432432432431,450,0,0,564
2021-01-27, 愛知県,,2705,718,４／４,1102,0.6515426497277677,839,67,４／４,125,0.536,121,247,４／４,1300,0.19,1300,1525,0,215
2021-01-27, 三重県 ,,405,250,３／３,357,0.7002801120448179,357,6,３／３,53,0.11320754716981132,53,21,３／３,100,0.21,100,134,0,0
2021-01-27, 滋賀県,,341,179,３／３,349,0.5128939828080229,349,14,３／３,47,0.2978723404255319,62,106,３／３,260,0.4076923076923077,420,51,0,5
2021-01-27, 京都府 ,,1468,273,３／３,720,0.37916666666666665,720,35,３／３,86,0.4069767441860465,86,124,３／３,826,0.15012106537530268,826,1071,0,0
2021-01-27, 大阪府 ,,5731,1211,４／４,1776,0.6818693693693694,1615,270,４／４,422,0.6398104265402843,215,1104,３／３,2416,0.45695364238410596,1036,2136,0,1280
2021-01-27, 兵庫県 ,,1833,586,６／６,756,0.7751322751322751,750,72,６／６,116,0.6206896551724138,120,414,６／６,988,0.4190283400809717,1000,0,0,833
2021-01-27, 奈良県 ,,326,209,３／３,368,0.5679347826086957,500,7,３／３,28,0.25,25,102,３／３,250,0.408,250,0,0,15
2021-01-27, 和歌山県 ,,136,136,３／４,400,0.34,400,1,３／４,40,0.025,40,0,３／４,137,0,137,0,0,0
2021-01-27, 鳥取県,,40,36,２／３,313,0.11501597444089456,300,0,２／３,47,0,40,4,１／３,340,0.011764705882352941,150,0,0,0
2021-01-27, 島根県,,14,14,２／５,253,0.05533596837944664,253,0,２／５,25,0,25,0,２／５,98,0,98,0,0,0
2021-01-27, 岡山県,,252,119,３／４,401,0.2967581047381546,250,10,３／４,37,0.2702702702702703,40,39,３／４,207,0.18840579710144928,180,91,3,0
2021-01-27, 広島県,,338,167,３／３,471,0.35456475583864117,500,12,３／３,36,0.3333333333333333,70,115,３／３,1038,0.11078998073217726,1400,38,18,0
2021-01-27, 山口県,,384,223,３／３,475,0.4694736842105263,475,2,３／３,124,0.016129032258064516,137,161,１／３,834,0.19304556354916066,834,0,0,0
2021-01-27, 徳島県,,101,60,２／４,200,0.3,200,1,２／４,25,0.04,25,41,２／４,180,0.22777777777777777,180,0,0,0
2021-01-27, 香川県,,153,54,３／３,199,0.271356783919598,199,1,３／３,26,0.038461538461538464,26,30,３／３,101,0.297029702970297,101,0,55,14
2021-01-27, 愛媛県 ,,166,69,３／３,229,0.30131004366812225,223,4,３／３,33,0.12121212121212122,33,27,３／３,192,0.140625,117,53,17,0
2021-01-27, 高知県 ,,52,21,４／４,200,0.105,200,6,４／４,58,0.10344827586206896,57,29,４／４,203,0.14285714285714285,190,2,0,0
2021-01-27, 福岡県,,2839,572,３／３,677,0.844903988183161,760,35,３／３,110,0.3181818181818182,110,593,３／３,1387,0.4275414563806777,1200,1674,0,0
2021-01-27, 佐賀県 ,,181,105,４／４,328,0.3201219512195122,328,2,４／４,46,0.043478260869565216,46,62,１／４,253,0.2450592885375494,253,0,0,14
2021-01-27, 長崎県,,269,155,４／４,395,0.3924050632911392,395,1,４／４,27,0.037037037037037035,42,40,４／４,384,0.10416666666666667,384,74,0,0
2021-01-27, 熊本県,,438,253,３／３,440,0.575,420,20,３／３,59,0.3389830508474576,59,64,３／３,230,0.2782608695652174,140,121,0,0
2021-01-27, 大分県,,142,99,２／４,365,0.27123287671232876,365,4,２／４,43,0.09302325581395349,43,43,１／２,700,0.06142857142857143,170,0,0,0
2021-01-27, 宮崎県,,255,96,３／３,246,0.3902439024390244,246,8,３／３,33,0.24242424242424243,33,77,３／３,250,0.308,250,82,0,0
2021-01-27, 鹿児島県 ,,197,124,３／４,345,0.35942028985507246,300,2,３／４,38,0.05263157894736842,48,67,３／４,370,0.1810810810810811,370,6,0,0
2021-01-27, 沖縄県,,743,368,５／５,469,0.7846481876332623,425,38,５／５,53,0.7169811320754716,51,141,５／５,370,0.3810810810810811,340,218,16,0
2021-01-27,合計,,56502,14417,,27945,,27617,1569,,3628,,3673,6351,,27594,,25376,26130,592,9012
